ChemicalName,Formula,Synonyms,CatalogCode,CompanyName,Grade,Disposal,CAS,Class,CompatibleFamily,SignalWord,HazardStatement,GHSCodes,SDSURL,School,StoreRoom,Shelf,UOM,LastUsed,MinReorderAmount,Amount,Notes,KitCatalog
o-Toluic acid,C8H8O2,2-Methylbenzoic acid,,Acros,,,118-90-1,Inorganic acid,,Warning,"Causes skin irritation
Causes serious eye irritation
May cause respiratory irritation",IR,https://www.fishersci.com/store/msds?partNumber=AAA138560B&productDescription=otoluic-acid-g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,B- 6,g,,,100,"Keep in a dry, cool and well-ventilated place. Keep container tightly closed. Incompatible Materials. Bases. Strong oxidizing agents.",
"Dimethyl 5-norbornene-2,3-dicarboxylate",C11H14O4,No information available,,Acros,,,,Organic compound,,Warning,"Harmful if swallowed
Causes skin irritation
Causes serious eye irritation",IR,https://www.fishersci.com/store/msds?partNumber=AAL0866409&productDescription=dimethl-norbornenedi-g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,B- 6,g,,,100,"Keep containers tightly closed in a dry, cool and well-ventilated place.",
p-Toluidine,C7H9N,"4-Aminotoluene
4-Methylaniline",,Aldrich,,,106-49-0,Organic compound,,Danger,"May cause an allergic skin reaction
Causes serious eye irritation
Suspected of causing cancer
Toxic if swallowed","IR, CA, AC",https://www.fishersci.com/store/msds?partNumber=AAA1369830&productDescription=ptoluidine-kg&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,B- 6,g,,,10,"Keep in a dry, cool and well-ventilated place. Keep container tightly closed. Keep away from heat, sparks and flame. Protect from direct sunlight. Keep locked up. Keep containers tightly closed in a dry, cool and well-ventilated place. Incompatible Materials. Acids. Strong oxidizing agents. Acid anhydrides. Acid chlorides. Chloroformates.",
p-Toluidine,C7H9N,"4-Aminotoluene
4-Methylaniline",,Aldrich,,,106-49-0,Organic compound,,Danger,"May cause an allergic skin reaction
Causes serious eye irritation
Suspected of causing cancer
Toxic if swallowed","IR, CA, AC",https://www.fishersci.com/store/msds?partNumber=AAA1369830&productDescription=ptoluidine-kg&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,B- 6,g,,,10,"Keep in a dry, cool and well-ventilated place. Keep container tightly closed. Keep away from heat, sparks and flame. Protect from direct sunlight. Keep locked up. Keep containers tightly closed in a dry, cool and well-ventilated place. Incompatible Materials. Acids. Strong oxidizing agents. Acid anhydrides. Acid chlorides. Chloroformates.",
Stearic acid,C18H36O2,Octadecanoic acid,,Acros,,,57-11-4,Inorganic acid,,None,"May form combustible dust in air
Combustible dust", ,https://www.fishersci.com/store/msds?partNumber=AC174490025&productDescription=stearic-acid-gc-kg&vendorId=VN00032119&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,B- 6,g,,,500,"Keep containers tightly closed in a dry, cool and well-ventilated place. Incompatible Materials. Combustible material. Bases. Strong oxidizing agents. Reducing Agent.",
Tin granules,Sn,Metallic Tin,,Sargeant Welch,,,7440-31-5,Inorganic (other),,None,None Identified,[],https://www.fishersci.com/store/msds?partNumber=AA3669122&productDescription=tin-granules-acs-g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,B- 6,lb,,,5,"Keep in a dry, cool and well-ventilated place. Keep container tightly closed. Incompatible Materials. Acids. Strong oxidizing agents. Strong bases. Halogens. Metals.",
Triethanolamine,C6H15NO3,"2,2`,2``-Nitrilotriethanol
TEA",,Kodak ,,,102-71-6,Solvent,,None,, ,https://www.fishersci.com/store/msds?partNumber=AAL0448636&productDescription=triethanolamine-g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,B- 6,g,,,400,"Keep containers tightly closed in a dry, cool and well-ventilated place. Keep under nitrogen. Store under an inert atmosphere. Air sensitive. Incompatible Materials. Strong oxidizing agents. Acids. Metals.",
Triethylene glycol,C6H14O4,TEG,,Acros ,,,112-27-6,Organic compound,,None,None Identified,[],https://www.fishersci.com/store/msds?partNumber=AC139590025&productDescription=triethylene-glycol-lt&vendorId=VN00032119&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,B- 6,L,,,1,"Keep containers tightly closed in a dry, cool and well-ventilated place. Air sensitive. Incompatible Materials. Strong oxidizing agents.",
Triethylene glycol,C6H14O4,TEG,,Acros ,,,112-27-6,Organic compound,,None,None Identified,[],https://www.fishersci.com/store/msds?partNumber=AC139590025&productDescription=triethylene-glycol-lt&vendorId=VN00032119&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,B- 6,L,,,1,"Keep containers tightly closed in a dry, cool and well-ventilated place. Air sensitive. Incompatible Materials. Strong oxidizing agents.",
Tris(hydroxymethyl)aminomethane,C4H11NO3,"Tromethane
2-Amino-2-(hydroxymethyl)-1,3-propanediol
TRIS
Tromethamine
Trometamol",,Aldrich,,,77-86-1,Organic compound,,None,"Combustible material Hazards classified under paragraph
May form combustible dust in air", ,https://www.fishersci.com/store/msds?partNumber=BP15210&productDescription=tris-base-g&vendorId=VN00033897&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,B- 6,g,,,100,"Keep containers tightly closed in a dry, cool and well-ventilated place. Store under an inert atmosphere. Incompatible Materials. Bases. Strong oxidizing agents. Metals. copper.",
Aluminum Thinfoil,Al,No information available,,Thermo,,,7429-90-5,Metal (elemental),,None,None Identified,[],https://www.fishersci.com/store/msds?partNumber=AA41358FI&productDescription=alum-thnfl---xmm&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,B-2,g,,,250,"Keep containers tightly closed in a dry, cool and well-ventilated place. Incompatible Materials. Strong oxidizing agents.",
Aluminum Thinfoil,Al,No information available,,Thermo,,,7429-90-5,Metal (elemental),,None,None Identified,[],https://www.fishersci.com/store/msds?partNumber=AA41358FI&productDescription=alum-thnfl---xmm&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,B-2,g,,,250,"Keep containers tightly closed in a dry, cool and well-ventilated place. Incompatible Materials. Strong oxidizing agents.",
Aluminum Thinfoil,Al,No information available,,Thermo,,,7429-90-5,Metal (elemental),,None,None Identified,[],https://www.fishersci.com/store/msds?partNumber=AA41358FI&productDescription=alum-thnfl---xmm&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,B-2,g,,,250,"Keep containers tightly closed in a dry, cool and well-ventilated place. Incompatible Materials. Strong oxidizing agents.",
Aluminum Thinfoil,Al,No information available,,Thermo,,,7429-90-5,Metal (elemental),,None,None Identified,[],https://www.fishersci.com/store/msds?partNumber=AA41358FI&productDescription=alum-thnfl---xmm&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,B-2,g,,,250,"Keep containers tightly closed in a dry, cool and well-ventilated place. Incompatible Materials. Strong oxidizing agents.",
Aluminum Thinfoil,Al,No information available,,Thermo,,,7429-90-5,Metal (elemental),,None,None Identified,[],https://www.fishersci.com/store/msds?partNumber=AA41358FI&productDescription=alum-thnfl---xmm&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,B-2,g,,,250,"Keep containers tightly closed in a dry, cool and well-ventilated place. Incompatible Materials. Strong oxidizing agents.",
Antimony powder,Sb,"Antimony Black
Antimony Regulus",,Fisher,,,7440-36-0,Inorganic (other),,Warning,Suspected of causing cancer,CA,https://www.fishersci.com/store/msds?partNumber=AA1464014&productDescription=antmny-pwrmsh-g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,B-2,g,,,15,"Keep containers tightly closed in a dry, cool and well-ventilated place. Keep under nitrogen. Incompatible Materials. Strong oxidizing agents.",
Cadmium shot,Cd,No information available,,Aesar,,,7440-43-9,Unknown,,Danger,"Combustible dust
May form combustible dust in air
Fatal if inhaled
Suspected of causing genetic defects
May cause cancer
Suspected of damaging fertility
Suspected of damaging the unborn child
Causes damage to organs","AC, CA",https://www.fishersci.com/store/msds?partNumber=AA3548318&productDescription=cadm-sht-tr-drp-mm-g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,B-2,g,,,20,"Keep containers tightly closed in a dry, cool and well-ventilated place. Store under an inert atmosphere. Incompatible Materials. Strong oxidizing agents. Strong acids. Sulfur oxides.",
Calcium,Ca,"Metal.
Calcicat",,unknown,,,7440-70-2,Metal (elemental),,Warning,Flammable gas, ,https://www.fishersci.com/store/msds?partNumber=AC201180050&productDescription=calcium-granular-gr&vendorId=VN00032119&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,B-2,g,,,200,"Keep in a dry, cool and well-ventilated place. Keep container tightly closed. Air sensitive. Keep from any possible contact with water. Incompatible Materials. Acids. Strong oxidizing agents. Alcohols. Ammonia. Halogens. oxygen.",
Cobalt foil,Co,No information available,,Aesar,,,7440-48-4,Metal (elemental),,Danger,"Harmful if swallowed
May cause an allergic skin reaction
May cause allergy or asthma symptoms or breathing difficulties if inhaled
Suspected of causing genetic defects
May cause cancer
May damage fertility","IR, CA",https://www.fishersci.com/store/msds?partNumber=AA42661FI&productDescription=cblt-fl-mmthk--xmm&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,B-2,g,,,10,Keep in a dry place. Keep away from acids.,
Cobalt foil,Co,No information available,,Aesar,,,7440-48-4,Metal (elemental),,Danger,"Harmful if swallowed
May cause an allergic skin reaction
May cause allergy or asthma symptoms or breathing difficulties if inhaled
Suspected of causing genetic defects
May cause cancer
May damage fertility","IR, CA",https://www.fishersci.com/store/msds?partNumber=AA42661FI&productDescription=cblt-fl-mmthk--xmm&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,B-2,g,,,10,Keep in a dry place. Keep away from acids.,
Cobalt foil,Co,No information available,,Aesar,,,7440-48-4,Metal (elemental),,Danger,"Harmful if swallowed
May cause an allergic skin reaction
May cause allergy or asthma symptoms or breathing difficulties if inhaled
Suspected of causing genetic defects
May cause cancer
May damage fertility","IR, CA",https://www.fishersci.com/store/msds?partNumber=AA42661FI&productDescription=cblt-fl-mmthk--xmm&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,B-2,g,,,10,Keep in a dry place. Keep away from acids.,
Cobalt foil,Co,No information available,,Aesar,,,7440-48-4,Metal (elemental),,Danger,"Harmful if swallowed
May cause an allergic skin reaction
May cause allergy or asthma symptoms or breathing difficulties if inhaled
Suspected of causing genetic defects
May cause cancer
May damage fertility","IR, CA",https://www.fishersci.com/store/msds?partNumber=AA42661FI&productDescription=cblt-fl-mmthk--xmm&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,B-2,g,,,10,Keep in a dry place. Keep away from acids.,
Cobalt foil,Co,No information available,,Aesar,,,7440-48-4,Metal (elemental),,Danger,"Harmful if swallowed
May cause an allergic skin reaction
May cause allergy or asthma symptoms or breathing difficulties if inhaled
Suspected of causing genetic defects
May cause cancer
May damage fertility","IR, CA",https://www.fishersci.com/store/msds?partNumber=AA42661FI&productDescription=cblt-fl-mmthk--xmm&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,B-2,g,,,10,Keep in a dry place. Keep away from acids.,
Copper powder,Cu,Bronze Powder,,Aesar,,,7440-50-8,Metal (elemental),,Warning,"Flammable solid
May form combustible dust in air
Combustible dust",FL,https://www.fishersci.com/store/msds?partNumber=AA4268930&productDescription=cppr-pwr-sphrcl--mi--g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,B-2,mm,,,200,"Keep containers tightly closed in a dry, cool and well-ventilated place. Flammables area. Keep away from heat, sparks and flame. Incompatible Materials. Strong oxidizing agents.",
Copper powder,Cu,Bronze Powder,,Aesar,,,7440-50-8,Metal (elemental),,Warning,"Flammable solid
May form combustible dust in air
Combustible dust",FL,https://www.fishersci.com/store/msds?partNumber=AA4268930&productDescription=cppr-pwr-sphrcl--mi--g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,B-2,mm,,,200,"Keep containers tightly closed in a dry, cool and well-ventilated place. Flammables area. Keep away from heat, sparks and flame. Incompatible Materials. Strong oxidizing agents.",
Iron powder,Fe,No information available,,Mallinckrodt,,,7439-89-6,Metal (elemental),,Danger,Self-heating; may catch fire,FL,https://www.fishersci.com/store/msds?partNumber=AA00737A1&productDescription=iron-pwr-mesh-g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,B-2,lb,,,0.5,"Keep containers tightly closed in a dry, cool and well-ventilated place. Incompatible Materials. Strong oxidizing agents. Acids. Fluorine. halogenated agents. Halogens. oxygen. nitriles. Aldehydes.",
Iron powder,Fe,No information available,,Mallinckrodt,,,7439-89-6,Metal (elemental),,Danger,Self-heating; may catch fire,FL,https://www.fishersci.com/store/msds?partNumber=AA00737A1&productDescription=iron-pwr-mesh-g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,B-2,lb,,,0.5,"Keep containers tightly closed in a dry, cool and well-ventilated place. Incompatible Materials. Strong oxidizing agents. Acids. Fluorine. halogenated agents. Halogens. oxygen. nitriles. Aldehydes.",
Iron powder,Fe,No information available,,Mallinckrodt,,,7439-89-6,Metal (elemental),,Danger,Self-heating; may catch fire,FL,https://www.fishersci.com/store/msds?partNumber=AA00737A1&productDescription=iron-pwr-mesh-g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,B-2,lb,,,0.5,"Keep containers tightly closed in a dry, cool and well-ventilated place. Incompatible Materials. Strong oxidizing agents. Acids. Fluorine. halogenated agents. Halogens. oxygen. nitriles. Aldehydes.",
"Palladium on activated carbon, unreduced",Pd,No information available,,Alpha Aesar,,,,Inorganic (other),,Warning,"Flammable solid
May form combustible dust in air
Combustible dust",FL,https://www.fishersci.com/store/msds?partNumber=AC195030010&productDescription=palladium-on-activated-c-gr&vendorId=VN00032119&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,B-2,g,,,2,"Keep containers tightly closed in a dry, cool and well-ventilated place. Keep away from heat, sparks and flame. Flammables area. Incompatible Materials. Strong acids. Alcohols. Halogens.",
"Silicon powder, crystalline",Si,No information available,,Scholar,,,7440-21-3,Inorganic salt,,Warning,Flammable solid,FL,https://www.fishersci.com/store/msds?partNumber=AA3566209&productDescription=silcn-pwr-xtl-m--g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,B-2,g,,,500,"Keep in a dry, cool and well-ventilated place. Keep container tightly closed. Flammables area. Keep away from heat/sparks/open flames/hot surfaces. - No smoking. Incompatible Materials. Strong oxidizing agents. Acids.",
Tin granules,Sn,Metallic Tin,,Acros,,,7440-31-5,Inorganic (other),,None,None Identified,[],https://www.fishersci.com/store/msds?partNumber=AA3669122&productDescription=tin-granules-acs-g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,B-2,g,,,100,"Keep in a dry, cool and well-ventilated place. Keep container tightly closed. Incompatible Materials. Acids. Strong oxidizing agents. Strong bases. Halogens. Metals.",
Tin granules,Sn,Metallic Tin,,Acros,,,7440-31-5,Inorganic (other),,None,None Identified,[],https://www.fishersci.com/store/msds?partNumber=AA3669122&productDescription=tin-granules-acs-g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,B-2,g,,,100,"Keep in a dry, cool and well-ventilated place. Keep container tightly closed. Incompatible Materials. Acids. Strong oxidizing agents. Strong bases. Halogens. Metals.",
Tin granules,Sn,Metallic Tin,,Acros,,,7440-31-5,Inorganic (other),,None,None Identified,[],https://www.fishersci.com/store/msds?partNumber=AA3669122&productDescription=tin-granules-acs-g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,B-2,g,,,100,"Keep in a dry, cool and well-ventilated place. Keep container tightly closed. Incompatible Materials. Acids. Strong oxidizing agents. Strong bases. Halogens. Metals.",
